"id"	"sex"	"degree"	"income"	"marital"	"age"	"height"	"weight"	"hrswrk"
"302"	782	"MALE"	"HIGH SCHOOL"	158656.952	"DIVORCED"	42	69	195	60
"303"	787	"FEMALE"	"GRADUATE"	33255	"MARRIED"	60	64	160	50
"304"	789	"MALE"	"GRADUATE"	103460	"NEVER MARRIED"	35	70	185	75
"305"	798	"MALE"	"HIGH SCHOOL"	4064.5	"NEVER MARRIED"	26	69	162	60
"306"	801	"FEMALE"	"HIGH SCHOOL"	24017.5	"WIDOWED"	51	61	125	30
"307"	803	"FEMALE"	"HIGH SCHOOL"	40645	"MARRIED"	58	64	140	48
"308"	805	"FEMALE"	"HIGH SCHOOL"	60967.5	"DIVORCED"	57	66	210	60
"309"	806	"MALE"	"BACHELOR"	158656.952	"MARRIED"	47	67	150	60
"310"	810	"MALE"	"LT HIGH SCHOOL"	27712.5	"NEVER MARRIED"	54	67	155	85
"311"	814	"MALE"	"HIGH SCHOOL"	1478	"NEVER MARRIED"	22	71	185	39
"312"	815	"FEMALE"	"JUNIOR COLLEGE"	12008.75	"NEVER MARRIED"	30	62	112	15
"313"	818	"FEMALE"	"HIGH SCHOOL"	10161.25	"MARRIED"	56	61	170	40
"314"	820	"FEMALE"	"HIGH SCHOOL"	27712.5	"NEVER MARRIED"	55	66	250	37
"315"	821	"MALE"	"HIGH SCHOOL"	4803.5	"NEVER MARRIED"	27	71	220	50
"316"	826	"FEMALE"	"LT HIGH SCHOOL"	8313.75	"SEPARATED"	52	67	175	25
"317"	827	"FEMALE"	"JUNIOR COLLEGE"	40645	"NEVER MARRIED"	36	67	185	60
"318"	829	"FEMALE"	"HIGH SCHOOL"	20322.5	"MARRIED"	31	64	170	40
"319"	831	"MALE"	"BACHELOR"	33255	"MARRIED"	58	73	410	40
"320"	833	"FEMALE"	"HIGH SCHOOL"	15703.75	"NEVER MARRIED"	23	66	275	36
"321"	836	"FEMALE"	"JUNIOR COLLEGE"	20322.5	"NEVER MARRIED"	19	64	162	40
"322"	838	"FEMALE"	"BACHELOR"	88680	"MARRIED"	40	66	135	40
"323"	840	"FEMALE"	"HIGH SCHOOL"	20322.5	"MARRIED"	44	64	158	40
"324"	841	"MALE"	"JUNIOR COLLEGE"	60967.5	"MARRIED"	54	71	160	55
"325"	843	"MALE"	"GRADUATE"	158656.952	"DIVORCED"	68	65	164	40
"326"	846	"FEMALE"	"JUNIOR COLLEGE"	15703.75	"MARRIED"	39	63	140	20
"327"	849	"FEMALE"	"JUNIOR COLLEGE"	40645	"DIVORCED"	56	67	127	40
"328"	851	"FEMALE"	"JUNIOR COLLEGE"	4064.5	"MARRIED"	28	68	200	30
"329"	855	"MALE"	"HIGH SCHOOL"	1478	"MARRIED"	29	75	183	40
"330"	859	"FEMALE"	"JUNIOR COLLEGE"	24017.5	"NEVER MARRIED"	34	69	180	15
"331"	860	"FEMALE"	"BACHELOR"	15703.75	"MARRIED"	29	68	142	40
"332"	862	"FEMALE"	"GRADUATE"	27712.5	"NEVER MARRIED"	60	66	145	24
"333"	863	"FEMALE"	"GRADUATE"	20322.5	"NEVER MARRIED"	29	66	150	21
"334"	866	"MALE"	"HIGH SCHOOL"	33255	"MARRIED"	58	71	158	80
"335"	868	"MALE"	"BACHELOR"	40645	"MARRIED"	35	66	190	42
"336"	871	"MALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	53	70	170	40
"337"	872	"MALE"	"GRADUATE"	49882.5	"MARRIED"	52	70	184	60
"338"	873	"FEMALE"	"HIGH SCHOOL"	73900	"NEVER MARRIED"	41	68	150	36
"339"	874	"MALE"	"BACHELOR"	88680	"DIVORCED"	42	72	160	48
"340"	877	"FEMALE"	"BACHELOR"	27712.5	"MARRIED"	40	62	150	60
"341"	880	"MALE"	"GRADUATE"	33255	"MARRIED"	34	72	225	65
"342"	881	"FEMALE"	"LT HIGH SCHOOL"	12008.75	"DIVORCED"	58	62	175	20
"343"	882	"FEMALE"	"HIGH SCHOOL"	3325.5	"NEVER MARRIED"	23	62	145	40
"344"	884	"FEMALE"	"HIGH SCHOOL"	17551.25	"NEVER MARRIED"	53	59	155	45
"345"	887	"FEMALE"	"JUNIOR COLLEGE"	10161.25	"NEVER MARRIED"	22	66	215	24
"346"	890	"FEMALE"	"HIGH SCHOOL"	15703.75	"MARRIED"	60	70	175	40
"347"	891	"FEMALE"	"HIGH SCHOOL"	33255	"NEVER MARRIED"	28	66	125	37
"348"	893	"MALE"	"HIGH SCHOOL"	20322.5	"NEVER MARRIED"	37	73	175	40
"349"	895	"MALE"	"BACHELOR"	40645	"MARRIED"	25	76	205	60
"350"	897	"FEMALE"	"BACHELOR"	15703.75	"MARRIED"	38	64	215	28
"351"	899	"FEMALE"	"BACHELOR"	40645	"NEVER MARRIED"	43	67	250	40
"352"	900	"MALE"	"HIGH SCHOOL"	15703.75	"NEVER MARRIED"	34	69	160	45
"353"	901	"MALE"	"HIGH SCHOOL"	33255	"MARRIED"	39	74	315	40
"354"	904	"FEMALE"	"HIGH SCHOOL"	13856.25	"DIVORCED"	34	67	195	40
"355"	905	"MALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	34	67	162	40
"356"	907	"FEMALE"	"HIGH SCHOOL"	27712.5	"DIVORCED"	59	62	115	40
"357"	909	"FEMALE"	"HIGH SCHOOL"	33255	"NEVER MARRIED"	32	62	170	40
"358"	911	"FEMALE"	"HIGH SCHOOL"	15703.75	"DIVORCED"	65	66	160	40
"359"	914	"FEMALE"	"LT HIGH SCHOOL"	2586.5	"NEVER MARRIED"	44	64	224	20
"360"	915	"MALE"	"HIGH SCHOOL"	4064.5	"NEVER MARRIED"	44	65	155	40
"361"	918	"MALE"	"JUNIOR COLLEGE"	12008.75	"DIVORCED"	38	66	155	45
"362"	919	"FEMALE"	"HIGH SCHOOL"	24017.5	"DIVORCED"	58	67	202	57
"363"	921	"MALE"	"BACHELOR"	73900	"MARRIED"	53	71	150	40
"364"	923	"MALE"	"BACHELOR"	49882.5	"MARRIED"	55	69	175	37
"365"	924	"MALE"	"BACHELOR"	60967.5	"MARRIED"	51	70	180	45
"366"	930	"FEMALE"	"BACHELOR"	24017.5	"NEVER MARRIED"	38	68	154	56
"367"	932	"MALE"	"HIGH SCHOOL"	60967.5	"DIVORCED"	56	68	170	60
"368"	935	"MALE"	"BACHELOR"	49882.5	"MARRIED"	32	69	165	45
"369"	941	"MALE"	"HIGH SCHOOL"	10161.25	"MARRIED"	24	70	125	40
"370"	944	"MALE"	"HIGH SCHOOL"	33255	"DIVORCED"	42	71	160	52
"371"	947	"FEMALE"	"GRADUATE"	88680	"MARRIED"	36	62	110	55
"372"	950	"MALE"	"JUNIOR COLLEGE"	73900	"DIVORCED"	41	73	230	89
"373"	953	"MALE"	"GRADUATE"	73900	"MARRIED"	40	71	187	50
"374"	955	"MALE"	"HIGH SCHOOL"	33255	"MARRIED"	43	67	207	60
"375"	956	"FEMALE"	"JUNIOR COLLEGE"	24017.5	"DIVORCED"	59	64	160	32
"376"	957	"FEMALE"	"HIGH SCHOOL"	24017.5	"MARRIED"	40	62	160	27
"377"	958	"MALE"	"BACHELOR"	49882.5	"DIVORCED"	53	77	365	65
"378"	961	"FEMALE"	"HIGH SCHOOL"	33255	"MARRIED"	29	64	140	40
"379"	962	"MALE"	"JUNIOR COLLEGE"	17551.25	"NEVER MARRIED"	30	72	165	40
"380"	963	"MALE"	"HIGH SCHOOL"	369.5	"DIVORCED"	59	72	235	70
"381"	965	"MALE"	"BACHELOR"	40645	"NEVER MARRIED"	29	70	180	40
"382"	969	"FEMALE"	"GRADUATE"	17551.25	"MARRIED"	48	66	105	10
"383"	970	"MALE"	"BACHELOR"	5542.5	"MARRIED"	64	73	190	1
"384"	971	"FEMALE"	"BACHELOR"	158656.952	"MARRIED"	49	68	140	50
"385"	973	"FEMALE"	"HIGH SCHOOL"	24017.5	"MARRIED"	62	63	130	2
"386"	974	"MALE"	"BACHELOR"	88680	"NEVER MARRIED"	42	72	185	48
"387"	978	"MALE"	"HIGH SCHOOL"	4803.5	"DIVORCED"	54	72	180	15
"388"	980	"FEMALE"	"JUNIOR COLLEGE"	20322.5	"MARRIED"	56	64	168	20
"389"	982	"FEMALE"	"BACHELOR"	2586.5	"NEVER MARRIED"	23	64	200	38
"390"	985	"MALE"	"HIGH SCHOOL"	73900	"NEVER MARRIED"	49	73	190	30
"391"	987	"FEMALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	68	63	170	32
"392"	988	"MALE"	"LT HIGH SCHOOL"	40645	"MARRIED"	63	70	175	40
"393"	989	"FEMALE"	"BACHELOR"	4064.5	"MARRIED"	39	58	90	4
"394"	991	"MALE"	"BACHELOR"	60967.5	"MARRIED"	55	74	213	65
"395"	993	"MALE"	"HIGH SCHOOL"	40645	"NEVER MARRIED"	42	70	145	46
"396"	999	"FEMALE"	"HIGH SCHOOL"	20322.5	"NEVER MARRIED"	53	68	320	60
"397"	1000	"FEMALE"	"JUNIOR COLLEGE"	10161.25	"NEVER MARRIED"	56	69	190	34
"398"	1001	"MALE"	"HIGH SCHOOL"	40645	"NEVER MARRIED"	35	72	180	57
"399"	1002	"FEMALE"	"HIGH SCHOOL"	15703.75	"NEVER MARRIED"	23	61	180	80
"400"	1005	"MALE"	"HIGH SCHOOL"	20322.5	"NEVER MARRIED"	29	67	245	40
"401"	1007	"MALE"	"HIGH SCHOOL"	17551.25	"MARRIED"	56	72	202	50
"402"	1014	"MALE"	"LT HIGH SCHOOL"	20322.5	"DIVORCED"	53	66	145	44
"403"	1019	"FEMALE"	"GRADUATE"	158656.952	"NEVER MARRIED"	66	67	150	40
"404"	1020	"FEMALE"	"HIGH SCHOOL"	20322.5	"NEVER MARRIED"	40	62	130	40
"405"	1022	"FEMALE"	"HIGH SCHOOL"	33255	"MARRIED"	50	67	185	40
"406"	1023	"FEMALE"	"HIGH SCHOOL"	33255	"MARRIED"	50	61	147	50
"407"	1026	"MALE"	"HIGH SCHOOL"	27712.5	"NEVER MARRIED"	41	68	165	48
"408"	1027	"FEMALE"	"HIGH SCHOOL"	15703.75	"NEVER MARRIED"	39	59	135	40
"409"	1030	"MALE"	"HIGH SCHOOL"	33255	"DIVORCED"	55	70	180	42
"410"	1032	"MALE"	"GRADUATE"	49882.5	"MARRIED"	47	68	185	60
"411"	1033	"MALE"	"GRADUATE"	158656.952	"MARRIED"	60	69	186	70
"412"	1036	"FEMALE"	"GRADUATE"	49882.5	"MARRIED"	48	65	165	40
"413"	1037	"FEMALE"	"GRADUATE"	49882.5	"MARRIED"	30	61	129	50
"414"	1039	"FEMALE"	"HIGH SCHOOL"	27712.5	"DIVORCED"	58	63	147	40
"415"	1041	"FEMALE"	"HIGH SCHOOL"	8313.75	"MARRIED"	57	64	141	50
"416"	1042	"FEMALE"	"HIGH SCHOOL"	10161.25	"MARRIED"	66	59	113	35
"417"	1045	"FEMALE"	"HIGH SCHOOL"	15703.75	"MARRIED"	54	64	160	40
"418"	1053	"FEMALE"	"JUNIOR COLLEGE"	49882.5	"DIVORCED"	47	68	152	75
"419"	1057	"MALE"	"GRADUATE"	103460	"NEVER MARRIED"	44	68	160	42
"420"	1059	"MALE"	"BACHELOR"	20322.5	"WIDOWED"	57	72	230	40
"421"	1061	"MALE"	"HIGH SCHOOL"	24017.5	"WIDOWED"	60	73	250	50
"422"	1066	"MALE"	"LT HIGH SCHOOL"	8313.75	"MARRIED"	59	64	140	40
"423"	1068	"FEMALE"	"HIGH SCHOOL"	10161.25	"DIVORCED"	59	66	135	80
"424"	1070	"FEMALE"	"HIGH SCHOOL"	103460	"MARRIED"	51	67	190	80
"425"	1071	"FEMALE"	"JUNIOR COLLEGE"	40645	"DIVORCED"	42	63	132	32
"426"	1076	"FEMALE"	"JUNIOR COLLEGE"	20322.5	"DIVORCED"	25	60	212	40
"427"	1081	"FEMALE"	"HIGH SCHOOL"	33255	"MARRIED"	35	61	135	40
"428"	1087	"FEMALE"	"JUNIOR COLLEGE"	33255	"NEVER MARRIED"	59	64	160	40
"429"	1088	"FEMALE"	"HIGH SCHOOL"	4803.5	"NEVER MARRIED"	21	60	105	17
"430"	1089	"FEMALE"	"HIGH SCHOOL"	17551.25	"MARRIED"	45	57	270	40
"431"	1093	"FEMALE"	"JUNIOR COLLEGE"	24017.5	"SEPARATED"	42	60	174	40
"432"	1094	"FEMALE"	"HIGH SCHOOL"	27712.5	"DIVORCED"	58	59	150	50
"433"	1099	"MALE"	"JUNIOR COLLEGE"	49882.5	"MARRIED"	36	64	193	30
"434"	1100	"MALE"	"HIGH SCHOOL"	60967.5	"MARRIED"	37	68	218	89
"435"	1102	"FEMALE"	"HIGH SCHOOL"	15703.75	"DIVORCED"	33	67	143	44
"436"	1103	"FEMALE"	"BACHELOR"	33255	"MARRIED"	30	69	190	55
"437"	1104	"FEMALE"	"HIGH SCHOOL"	49882.5	"MARRIED"	50	66	156	45
"438"	1107	"MALE"	"BACHELOR"	88680	"MARRIED"	60	74	168	55
"439"	1108	"MALE"	"HIGH SCHOOL"	8313.75	"MARRIED"	52	74	250	20
"440"	1109	"FEMALE"	"HIGH SCHOOL"	27712.5	"NEVER MARRIED"	33	64	140	40
"441"	1110	"MALE"	"HIGH SCHOOL"	49882.5	"DIVORCED"	45	65	200	50
"442"	1111	"FEMALE"	"HIGH SCHOOL"	2586.5	"NEVER MARRIED"	21	61	128	24
"443"	1114	"MALE"	"JUNIOR COLLEGE"	49882.5	"NEVER MARRIED"	41	72	220	35
"444"	1115	"FEMALE"	"BACHELOR"	49882.5	"WIDOWED"	59	68	330	40
"445"	1116	"MALE"	"HIGH SCHOOL"	15703.75	"MARRIED"	32	69	200	40
"446"	1117	"MALE"	"BACHELOR"	73900	"DIVORCED"	44	71	190	40
"447"	1120	"FEMALE"	"BACHELOR"	4064.5	"NEVER MARRIED"	32	67	135	44
"448"	1121	"MALE"	"GRADUATE"	40645	"NEVER MARRIED"	34	69	210	40
"449"	1126	"MALE"	"HIGH SCHOOL"	73900	"MARRIED"	47	72	200	55
"450"	1129	"FEMALE"	"GRADUATE"	60967.5	"DIVORCED"	39	60	215	47
"451"	1130	"FEMALE"	"BACHELOR"	49882.5	"DIVORCED"	55	62	278	60
"452"	1135	"FEMALE"	"HIGH SCHOOL"	49882.5	"MARRIED"	43	65	159	40
"453"	1143	"MALE"	"BACHELOR"	10161.25	"NEVER MARRIED"	51	72	190	30
"454"	1144	"MALE"	"JUNIOR COLLEGE"	27712.5	"MARRIED"	38	71	195	40
"455"	1145	"FEMALE"	"HIGH SCHOOL"	20322.5	"NEVER MARRIED"	49	67	120	46
"456"	1149	"MALE"	"HIGH SCHOOL"	49882.5	"MARRIED"	50	74	280	50
"457"	1150	"FEMALE"	"BACHELOR"	33255	"DIVORCED"	47	63	125	57
"458"	1152	"FEMALE"	"HIGH SCHOOL"	6651	"NEVER MARRIED"	28	68	160	70
"459"	1154	"FEMALE"	"HIGH SCHOOL"	24017.5	"SEPARATED"	34	63	130	40
"460"	1157	"FEMALE"	"BACHELOR"	24017.5	"MARRIED"	39	61	185	36
"461"	1160	"MALE"	"HIGH SCHOOL"	158656.952	"MARRIED"	55	72	185	50
"462"	1162	"MALE"	"HIGH SCHOOL"	49882.5	"SEPARATED"	52	71	205	55
"463"	1163	"FEMALE"	"HIGH SCHOOL"	10161.25	"NEVER MARRIED"	22	68	155	39
"464"	1168	"FEMALE"	"LT HIGH SCHOOL"	4803.5	"MARRIED"	42	62	220	40
"465"	1169	"MALE"	"LT HIGH SCHOOL"	17551.25	"SEPARATED"	48	72	180	49
"466"	1170	"FEMALE"	"HIGH SCHOOL"	17551.25	"DIVORCED"	53	71	220	40
"467"	1171	"FEMALE"	"BACHELOR"	27712.5	"NEVER MARRIED"	37	64	260	60
"468"	1177	"FEMALE"	"JUNIOR COLLEGE"	10161.25	"DIVORCED"	45	68	200	40
"469"	1180	"FEMALE"	"HIGH SCHOOL"	12008.75	"MARRIED"	36	62	204	25
"470"	1185	"FEMALE"	"JUNIOR COLLEGE"	15703.75	"MARRIED"	42	67	220	40
"471"	1186	"MALE"	"HIGH SCHOOL"	49882.5	"DIVORCED"	35	75	167	75
"472"	1192	"MALE"	"BACHELOR"	20322.5	"NEVER MARRIED"	29	72	150	40
"473"	1193	"MALE"	"BACHELOR"	33255	"MARRIED"	30	74	180	40
"474"	1199	"FEMALE"	"BACHELOR"	27712.5	"MARRIED"	31	68	280	40
"475"	1206	"MALE"	"HIGH SCHOOL"	49882.5	"MARRIED"	52	70	185	56
"476"	1208	"FEMALE"	"HIGH SCHOOL"	10161.25	"MARRIED"	43	69	157	30
"477"	1211	"FEMALE"	"HIGH SCHOOL"	20322.5	"NEVER MARRIED"	25	63	125	45
"478"	1212	"MALE"	"BACHELOR"	60967.5	"NEVER MARRIED"	29	73	189	40
"479"	1217	"MALE"	"HIGH SCHOOL"	1478	"NEVER MARRIED"	26	69	150	8
"480"	1218	"FEMALE"	"HIGH SCHOOL"	12008.75	"DIVORCED"	56	61	182	37
"481"	1220	"FEMALE"	"HIGH SCHOOL"	73900	"DIVORCED"	56	63	115	40
"482"	1223	"FEMALE"	"LT HIGH SCHOOL"	10161.25	"DIVORCED"	33	64	131	40
"483"	1225	"MALE"	"HIGH SCHOOL"	40645	"DIVORCED"	43	71	190	40
"484"	1226	"MALE"	"HIGH SCHOOL"	12008.75	"NEVER MARRIED"	32	70	185	40
"485"	1231	"FEMALE"	"HIGH SCHOOL"	33255	"MARRIED"	64	64	226	40
"486"	1234	"FEMALE"	"BACHELOR"	49882.5	"MARRIED"	43	66	145	40
"487"	1236	"MALE"	"GRADUATE"	49882.5	"DIVORCED"	50	72	220	60
"488"	1237	"MALE"	"HIGH SCHOOL"	40645	"MARRIED"	44	68	195	54
"489"	1241	"FEMALE"	"GRADUATE"	27712.5	"MARRIED"	62	70	190	35
"490"	1242	"MALE"	"HIGH SCHOOL"	24017.5	"DIVORCED"	60	75	147	40
"491"	1243	"MALE"	"GRADUATE"	158656.952	"MARRIED"	29	79	275	35
"492"	1244	"MALE"	"LT HIGH SCHOOL"	20322.5	"SEPARATED"	62	67	170	40
"493"	1245	"FEMALE"	"HIGH SCHOOL"	15703.75	"DIVORCED"	43	68	330	38
"494"	1247	"FEMALE"	"HIGH SCHOOL"	4803.5	"MARRIED"	50	65	152	24
"495"	1251	"MALE"	"HIGH SCHOOL"	10161.25	"NEVER MARRIED"	26	67	180	30
"496"	1253	"FEMALE"	"BACHELOR"	10161.25	"MARRIED"	62	65	120	8
"497"	1254	"MALE"	"LT HIGH SCHOOL"	20322.5	"MARRIED"	55	70	212	40
"498"	1255	"MALE"	"LT HIGH SCHOOL"	24017.5	"DIVORCED"	50	69	240	40
"499"	1256	"FEMALE"	"JUNIOR COLLEGE"	8313.75	"DIVORCED"	50	62	130	32
"500"	1259	"FEMALE"	"HIGH SCHOOL"	2586.5	"NEVER MARRIED"	21	63	120	30
"501"	1263	"FEMALE"	"GRADUATE"	20322.5	"MARRIED"	53	62	175	46
"502"	1264	"FEMALE"	"HIGH SCHOOL"	13856.25	"DIVORCED"	53	71	210	40
"503"	1266	"FEMALE"	"LT HIGH SCHOOL"	20322.5	"WIDOWED"	62	61	135	30
"504"	1268	"MALE"	"HIGH SCHOOL"	40645	"NEVER MARRIED"	51	74	220	52
"505"	1270	"FEMALE"	"HIGH SCHOOL"	8313.75	"NEVER MARRIED"	22	62	155	25
"506"	1271	"MALE"	"HIGH SCHOOL"	60967.5	"MARRIED"	47	73	215	89
"507"	1272	"MALE"	"HIGH SCHOOL"	33255	"MARRIED"	67	73	212	28
"508"	1273	"FEMALE"	"HIGH SCHOOL"	3325.5	"NEVER MARRIED"	20	65	106	36
"509"	1276	"MALE"	"HIGH SCHOOL"	40645	"NEVER MARRIED"	57	72	220	55
"510"	1281	"MALE"	"HIGH SCHOOL"	15703.75	"MARRIED"	49	64	164	40
"511"	1282	"FEMALE"	"HIGH SCHOOL"	27712.5	"SEPARATED"	51	66	139	40
"512"	1284	"FEMALE"	"HIGH SCHOOL"	10161.25	"SEPARATED"	37	62	113	40
"513"	1288	"FEMALE"	"HIGH SCHOOL"	15703.75	"SEPARATED"	26	66	165	40
"514"	1293	"MALE"	"BACHELOR"	3325.5	"DIVORCED"	63	64	160	30
"515"	1297	"MALE"	"GRADUATE"	73900	"MARRIED"	52	70	180	50
"516"	1302	"MALE"	"BACHELOR"	60967.5	"MARRIED"	43	71	180	70
"517"	1303	"MALE"	"BACHELOR"	88680	"NEVER MARRIED"	53	70	255	60
"518"	1309	"FEMALE"	"GRADUATE"	49882.5	"MARRIED"	36	60	190	40
"519"	1311	"MALE"	"BACHELOR"	33255	"NEVER MARRIED"	29	71	245	40
"520"	1313	"MALE"	"BACHELOR"	40645	"NEVER MARRIED"	26	73	170	45
"521"	1314	"MALE"	"JUNIOR COLLEGE"	49882.5	"MARRIED"	50	71	240	45
"522"	1317	"FEMALE"	"JUNIOR COLLEGE"	27712.5	"NEVER MARRIED"	35	65	130	40
"523"	1318	"FEMALE"	"BACHELOR"	40645	"MARRIED"	58	67	153	32
"524"	1325	"MALE"	"HIGH SCHOOL"	1478	"MARRIED"	76	70	150	4
"525"	1326	"MALE"	"GRADUATE"	60967.5	"DIVORCED"	63	72	225	40
"526"	1329	"MALE"	"GRADUATE"	60967.5	"MARRIED"	32	70	185	55
"527"	1332	"MALE"	"HIGH SCHOOL"	40645	"MARRIED"	36	65	150	60
"528"	1336	"MALE"	"HIGH SCHOOL"	24017.5	"DIVORCED"	41	71	160	48
"529"	1337	"MALE"	"HIGH SCHOOL"	10161.25	"NEVER MARRIED"	29	77	170	45
"530"	1339	"FEMALE"	"GRADUATE"	8313.75	"NEVER MARRIED"	37	62	190	50
"531"	1341	"MALE"	"HIGH SCHOOL"	1478	"MARRIED"	29	63	135	45
"532"	1344	"FEMALE"	"HIGH SCHOOL"	88680	"MARRIED"	41	61	170	60
"533"	1345	"FEMALE"	"BACHELOR"	40645	"MARRIED"	53	66	133	60
"534"	1347	"FEMALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	35	66	147	60
"535"	1348	"MALE"	"HIGH SCHOOL"	40645	"MARRIED"	36	69	155	45
"536"	1350	"FEMALE"	"BACHELOR"	60967.5	"MARRIED"	60	66	150	40
"537"	1353	"FEMALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	41	62	135	30
"538"	1354	"MALE"	"HIGH SCHOOL"	33255	"MARRIED"	49	73	231	70
"539"	1357	"FEMALE"	"HIGH SCHOOL"	24017.5	"MARRIED"	33	67	195	55
"540"	1359	"FEMALE"	"BACHELOR"	15703.75	"MARRIED"	34	64	195	40
"541"	1362	"MALE"	"LT HIGH SCHOOL"	33255	"DIVORCED"	44	72	220	70
"542"	1365	"MALE"	"HIGH SCHOOL"	27712.5	"DIVORCED"	49	70	270	70
"543"	1366	"MALE"	"LT HIGH SCHOOL"	10161.25	"SEPARATED"	38	62	150	35
"544"	1373	"FEMALE"	"BACHELOR"	15703.75	"MARRIED"	34	68	140	40
"545"	1374	"MALE"	"BACHELOR"	6651	"NEVER MARRIED"	44	67	220	50
"546"	1375	"FEMALE"	"BACHELOR"	40645	"NEVER MARRIED"	35	69	160	40
"547"	1376	"FEMALE"	"HIGH SCHOOL"	8313.75	"WIDOWED"	75	62	120	28
"548"	1377	"MALE"	"HIGH SCHOOL"	4803.5	"MARRIED"	47	65	195	10
"549"	1378	"FEMALE"	"HIGH SCHOOL"	12008.75	"MARRIED"	40	64	130	30
"550"	1379	"MALE"	"LT HIGH SCHOOL"	24017.5	"MARRIED"	58	72	180	40
"551"	1383	"FEMALE"	"BACHELOR"	33255	"MARRIED"	33	63	150	40
"552"	1385	"MALE"	"JUNIOR COLLEGE"	12008.75	"NEVER MARRIED"	26	69	183	20
"553"	1387	"MALE"	"LT HIGH SCHOOL"	24017.5	"DIVORCED"	52	73	175	45
"554"	1392	"MALE"	"GRADUATE"	13856.25	"MARRIED"	45	70	155	25
"555"	1394	"FEMALE"	"LT HIGH SCHOOL"	24017.5	"WIDOWED"	71	65	142	35
"556"	1396	"MALE"	"GRADUATE"	49882.5	"MARRIED"	37	68	165	40
"557"	1397	"MALE"	"HIGH SCHOOL"	27712.5	"MARRIED"	27	70	210	38
"558"	1410	"MALE"	"BACHELOR"	27712.5	"NEVER MARRIED"	33	71	190	40
"559"	1412	"FEMALE"	"JUNIOR COLLEGE"	33255	"DIVORCED"	60	63	165	39
"560"	1415	"MALE"	"HIGH SCHOOL"	3325.5	"DIVORCED"	46	69	240	40
"561"	1416	"MALE"	"LT HIGH SCHOOL"	10161.25	"NEVER MARRIED"	25	70	170	30
"562"	1418	"MALE"	"BACHELOR"	27712.5	"MARRIED"	36	74	185	40
"563"	1419	"MALE"	"GRADUATE"	33255	"MARRIED"	39	67	140	40
"564"	1422	"FEMALE"	"BACHELOR"	12008.75	"NEVER MARRIED"	25	66	165	32
"565"	1426	"FEMALE"	"BACHELOR"	24017.5	"NEVER MARRIED"	33	69	175	39
"566"	1429	"FEMALE"	"BACHELOR"	33255	"DIVORCED"	58	63	150	50
"567"	1430	"FEMALE"	"BACHELOR"	17551.25	"MARRIED"	34	65	110	20
"568"	1431	"MALE"	"GRADUATE"	73900	"MARRIED"	59	71	172	50
"569"	1440	"MALE"	"HIGH SCHOOL"	24017.5	"MARRIED"	27	68	195	40
"570"	1442	"MALE"	"HIGH SCHOOL"	1478	"NEVER MARRIED"	20	67	150	30
"571"	1443	"FEMALE"	"HIGH SCHOOL"	17551.25	"NEVER MARRIED"	34	64	200	65
"572"	1447	"FEMALE"	"LT HIGH SCHOOL"	15703.75	"NEVER MARRIED"	22	62	128	35
"573"	1448	"FEMALE"	"HIGH SCHOOL"	5542.5	"NEVER MARRIED"	23	66	215	20
"574"	1452	"MALE"	"GRADUATE"	20322.5	"NEVER MARRIED"	32	69	135	40
"575"	1453	"FEMALE"	"GRADUATE"	40645	"SEPARATED"	56	63	155	50
"576"	1457	"MALE"	"HIGH SCHOOL"	33255	"MARRIED"	39	70	180	40
"577"	1459	"MALE"	"JUNIOR COLLEGE"	24017.5	"NEVER MARRIED"	28	74	350	16
"578"	1461	"MALE"	"HIGH SCHOOL"	8313.75	"NEVER MARRIED"	30	71	170	40
"579"	1463	"FEMALE"	"JUNIOR COLLEGE"	27712.5	"MARRIED"	43	65	187	48
"580"	1464	"MALE"	"HIGH SCHOOL"	13856.25	"DIVORCED"	46	64	285	40
"581"	1465	"FEMALE"	"HIGH SCHOOL"	15703.75	"WIDOWED"	51	63	130	70
"582"	1476	"FEMALE"	"HIGH SCHOOL"	13856.25	"MARRIED"	50	65	148	50
"583"	1478	"MALE"	"HIGH SCHOOL"	40645	"DIVORCED"	43	74	215	45
"584"	1480	"FEMALE"	"HIGH SCHOOL"	3325.5	"NEVER MARRIED"	19	63	140	30
"585"	1484	"MALE"	"BACHELOR"	49882.5	"MARRIED"	49	72	185	40
"586"	1493	"FEMALE"	"BACHELOR"	6651	"DIVORCED"	37	69	170	26
"587"	1494	"MALE"	"LT HIGH SCHOOL"	17551.25	"MARRIED"	59	71	180	38
"588"	1495	"MALE"	"HIGH SCHOOL"	40645	"DIVORCED"	55	68	216	24
"589"	1497	"FEMALE"	"GRADUATE"	33255	"NEVER MARRIED"	50	62	240	30
"590"	1498	"FEMALE"	"JUNIOR COLLEGE"	24017.5	"MARRIED"	60	63	275	37
"591"	1499	"MALE"	"LT HIGH SCHOOL"	3325.5	"NEVER MARRIED"	41	75	283	20
"592"	1500	"MALE"	"LT HIGH SCHOOL"	10161.25	"MARRIED"	73	68	251	29
"593"	1501	"FEMALE"	"GRADUATE"	40645	"MARRIED"	45	65	140	37
